review,sentiment
"This is an OK adaptation of the breath taking book of Dan Brown. I can't say it is novel or very good but they made a movie that you can enjoy. Given the excellent story, the result could have been better though. The movie is pretty long but at the end I was feeling like some things were missing. Sound effects and sound tracks were very good. Acting was well done but the character development phase was very weak. For people who didn't read the book, things may look happening too quickly. From my point of view, instead of trying to put as much as stuff from the book, they could have tried to do the important scenes more proper. What makes the book very good was all the puzzle like story combined with the excellent portrait of Vatican. You see neither of it in the movie. Too much rush and using the time not in a good way, these are main problems of the movie. So, it is worth watching but could have been done better.",positive
"I never fell asleep during a movie. Never. This movie did the impossible.<br /><br />While many people claim the superiority of Japanese horror films over their American counterparts, this movie was a lesson in over abundance. As in, the movie was 30 minutes too long. It would have helped if the movie had a little more movement in the plot and the camera work, but instead, all we got were awkward silences and a lot of slow movement. The acting was absolutely terrible, bordering on bad student film levels while everyone struggled to ad-lib something called a script. Did these people even get any direction? Were they coaxed to be boring and dull? Either therory wouldn't surprise me.<br /><br />What was even worse was the rather unscary make-up involved with the creatures from the other side. Either way, they all stunk. Don't watch this film. That's all I can say (unless you're an insomniac).",negative
"What can I say? Not as bad as many here have made it out to be. The only reason I even watched this film that I had previously never heard of before, was strictly for IAN McSHANE.<br /><br />I was not disappointed in the least. IAN McSHANE was absolutely brilliant and brings an amazing subtlety to his role. He's always great to watch and for my money... an extremely underused actor.<br /><br />As for the rest of the film.... Every other actor in the movie delivered strong, solid performances. These people certainly weren't being paid huge amounts of cash for their participation (as this was a fairly low budget film) but this did not mean that any of them ""mailed"" their appearances in. Everyone was convincing and compelling with the parts given to them.<br /><br />I was even pleasantly surprised at ADRIAN PAUL's performance though I must admit I have only ever seen him in the HIGHLANDER Television series before this movie.<br /><br />The plot was well paced and the storyline intriguing and much like real life, not everything ends up tied in a nice neat little package for you at the end of the film. Anybody who expected a clear-cut, by-the-numbers, connect the dots ""conclusion"" or ""answer"" at the end of the movie... CLEARLY wasn't watching the film closely enough! This film is not going to tell you what the ""meaning of life"" is! The idea is that after seeing the film, you might go and discuss the unanswered questions with your friends over a coffee. I certainly did.<br /><br />No car chases... No explosions... No bar room brawls.... (sounds pretty dull, huh?) But the reality is that I was completely absorbed by the film and it's just a well written little piece with an interesting hook and solid character performances by all parties involved.<br /><br />****** WARNING...****** If you're the kind of person who dislikes movies that dangle an enormous ""question"" as the central engine of the story and then end the movie without answering that particular question directly...<br /><br />YOU MIGHT NOT ENJOY THIS FILM.",positive
"Originally harped as a sequel to ""The Slumber Party Massacre"" series, this film falls flat on it's face with a new title. First off, if you are going to include the word ""massacre"" in your film's title, you better deliver. This one certainly does not. There is no gore, no on screen murders and no chainsaw, as the box art would lead you to believe. Instead, we get a paper thin, overdone plot about a group of cheerleaders who get stranded in an abandoned cabin on the way to a football game, only to be offed one by one. Again, this film could have been OK if the gore quotient was upped a bit. Why directors, especially those doing direct-to-video flicks, are afraid to show ANY gore is beyond me. Now, I am not a huge fan of excessive gore, but come on...why else would anyone rent a movie called ""Cheerleader Massacre??"" Besides that problem, the film suffers from a shot-on-a-home-video-camera cheapness. It looks cheap, sounds cheap, and the actors aren't all that good. It tries to throw us off track to who the killer may be, but even that fails. The ending ends up being a ridiculous mess. Folks, if you run across this film, walk away and go find the original ""Slumber Party Massacre."" 2 out of 10.",negative
"A killer, cannibal rapist is killed by a crazed cop on the scene of his latest murder. At his grave a cult have gathered with plans to resurrect him by peeing onto the grave. This of course works and he awakes ripping the guys penis off and he is back into his old killing ways with an all new zombie look. The two cops one of who is going a little crazy about the scum of the city and has a drug problem, are back on the case. Two of the original cult member also tries to stop the killer by resurrecting some other kind of dead thing. Thinking they have filed they leave but out from the grave comes a plastic baby doll that was used in the original resurrection. Sounds a bit confusing really but no its just rubbish.<br /><br />The acting is terrible and one of the cops is the same guy that plays Dr Vincent van Gore in the faces of gore series and he is just as terrible as the annoying cop in this film. The other cop just about struggles to get his terrible lines out. Now I'm all for low budget cinema but this film is just terrible. If it wasn't for the very easy on the eye ladies and their nakedness I would probably have fallen asleep. There is a bit of gore but it's never more than some animal guts placed on the stomach of the victims. The zombie makeup on the other hand looks great and his foot long penis that he uses to rape his victims with is kind of funny at times. There is also a half decent scene where the killer falls in love with a sex doll. The doll with the chipmunks voice is the stupidest thing I have ever seen in a film. It is just a plastic toy on a fishing line.<br /><br />The ending is extremely bad. You would expect the killer to put up much more of a fight than he does. God knows how they made enough money to make a sequel. <br /><br />4/10",negative
"Days of Heaven is one of the most painfully boring and pointless films I have ever seen. In no way, shape, or form would I recommend it to anyone...unless you're trying to put your kids to sleep or, God forbid, give someone an aneurysm. If I could go back in time and do one thing, I would set fire to the reels before they were sent to theaters. Why? Days of Heaven's plot is simple, but extremely vague. Long sequences devoid of dialogue compose much of the film. The characters are too shallow and ridiculously stupid to relate with. The climax of the story does not touch you: by this time your brain has worked so hard to figure out the plot and the array of hidden metaphors that your ability to think is gone. The only things working are your eyes, and unfortunately, your ears, who must listen to the sound of Linda, the little girl in the story, who talks like a man. I am now dumber for seeing this movie. Don't let it happen to you.",negative
"In 1929, director Walt Disney and animator Ub Iwerks changed the face of animation with the release of the very first installment of their ""Silly Symphonies"" series, ""The Skeleton Dance"". Iwerks and Disney had been collaborating together since the early 20s, in Disney's ""Laugh-O-Gram"" cartoon series; however, their friendship suffered a tremendous blow when Iwerks accepted an offer by a competitor to leave Disney and start his own animation studio. That was the birth of Celebrity Productions, where Iwerks continued developing his style and technique (and where he created the character of Flip the Frog). While his work kept the same high quality, it wasn't really popular and by 1936 the studio was closed. Later that year, Iwerks was hired by Columbia Pictures, and Iwerks decided to return to his old skeletons for another dance, this time in color.<br /><br />1937's ""Skeleton Frolics"" is essentially, a remake of the 1929 classic ""The Skeleton Dance"", the movie that borough him fame and fortune. Like that short film, it is set on an abandoned graveyard, where at midnight the creatures of the night come alive and begin to play. The dead rise from their coffins, ready for the show that's about to begin, as a group of skeletons has formed an orchestra, and begin to play a happy tune. Now, it's not easy to be a musician made of just bones, as some of the orchestra members have problems with their body parts, however, the band manages to put a good show and another group of skeletons begin to dance. A lovely couple of them faces the same problems that troubled the orchestra: it's hard to dance with loose body parts. Everything ends at dawn, and just when the sun is about to rise again, the skeletons run towards their graves.<br /><br />Directed and animated by Ub Iwerks himself, ""Skeleton Frolics"" follows faithfully the pattern set by ""The Skeleton Dance"" years before, although with a crucial difference: Iwerks did the whole film in Technicolor. The bright tonalities allowed Iwerks to create a more visually appealing film, and also to use the many new techniques he had been practicing since leaving Disney, creating even better effects of depth and dynamism than those he conceived before. It is certainly a more experimental film than ""The Skeleton Dance"", although sadly, this doesn't mean it's necessarily a better film. For starters, the film is practically identical to the one he did with Disney, with the only differences being the music (more on that later) and the color effects. It looks beautiful, no doubt about it, but it definitely feels kind of unoriginal after all.<br /><br />However, it is not the unoriginality of the concept what truly hurts the film (after all, Iwerks executes it in a wonderful way), but the fact that the musical melody created by Joe DeNat for the film is pretty uninteresting and lacks the charming elegance and whimsical fun of the one done by Carl W. Stalling for ""The Skeleton Dance"". In other words, while DeNat's tune is effective and appropriate for the theme, it's easy to forget about it rapidly while Stalling's song has a unique personality that makes it unforgettable. Being a musical film, this is of high importance, and so the mediocrity of the music brings down Iwerk's flawless work of animation. Personally, I think that with a better musical accompaniment, ""Skeleton Frolics"" would be remembered as fondly as ""The Skeleton Dance despite not being as groundbreaking, as it's still a fun film to watch.<br /><br />It's kind of sad that most of the work Iwerks did after leaving Disney is now forgotten due to his poor success, however, it must be said that if Iwerks lacked the popularity of Disney or Fleischer (Disney's main rival), he did not lack the quality of those companies' films. It was probably just a case of bad luck what made the man who gave life to Disney's mouse for the first time to face failure out of Disney. Despite its shortcomings, ""Skeleton Frolics"" is a very funny and visually breathtaking film, that while not exactly the most original and fresh film (one just can't help but thinking of ""The Skeleton Dance"" while watching it), it definitely reminds us that Iwerk's skeletons are still here to haunt us, and inspire us.<br /><br />8/10",positive
"Yes, indeed, it could have been a good movie. A love biangle, (sorry for the poetical license, but is not a triangle!) an interesting story, unfortunately badly told. The image is sometimes weird, sometimes OK, the picture looks crowded and narrow-sighted. The sound needs more attention (it usually does in Romanian movies), the light and color filters are sometimes badly chosen. The soundtrack is short and is not helping the action. About the acting... sorry but the best actress is the landlady. The others are acting immaturely and cannot convince the viewer. The acting is poetical when it should be realistic, and realistic when it should be poetical. It's a picture for adults, told by the children. Bother only if extremely curious.",negative
"You wear only the best Italian suits from Armani, hand stitched and fitted to your exact measurements. Your automobile is the finest that German engineering has to offer, and is equipped with as many gadgets as horses under the hood. You're a member of the finest polo clubs, frequently dine at restaurants such as Spago, and are always accompanied by at least two of the most beautiful women in the world. Your pocket watch doubles as a nuclear explosive, while your trusty pen can also be used as a semi-automatic .22 caliber gun. You snow ski in the Alps, go deep sea diving in the Caribbean, sky dive over the Andes, and all the while your hair is never, ever, out of place. You are Bond, James Bond, the world's most renown spy, favorite son of the good Queen, bad boy of the British SS, and perhaps the most desired man in the world. The character of James Bond was created by Ian Fleming, and is the movie industry's longest lasting icon, being the subject of over fifteen films spanning over four decades. The latest man to play the role is Pierce Brosnan, who took over the role of James Bond from Timothy Dalton in 1996, and made his 007 debut in Goldeneye.<br /><br />This is the setting for the first major title developed by a third party on the Nintendo 64. Goldeneye, developed by Rare for Nintendo, has been on the market for some time. Its continued dominance in the sales charts is just one testament to how good this game is, and no review library would be complete without it.<br /><br />Let's face it -- most of the time movie-licensed games are flops. Although the two seem like a good mix, the results, for the most part, have been horrendous. Games like Cliffhanger, True Lies, Lethal Weapon, and not to mention all the Star Trek flops, are ammunition enough against this mix. And for the record I am not a fan of movie licensed games, especially if I've seen the movie. At least that's how I used to think. In the case of Goldeneye, I had more reservations than normal. While not a bad movie, Goldeneye the film didn't have that much appeal to it, and I don't rank it in the top ten amongst Bond movies. As a game, however, let's just say it's a completely different story.<br /><br />The game is a first-person shooter, and in order to be successful, you'll need at least as much brains as brawn. For those who have seen the movie, which I imagine is most of you reading this, the story is very consistent and follows the path of the movie with little variation. A plot to control the world's most dangerous satellite, Goldeneye, has begun in the USSR, and in the process a beautiful woman has been captured. Your missions will be many, the danger extreme. You will have to rely on your wits and experience to get you through the most grueling missions the world has ever known. M will brief you as soon as you're ready. Good day, James.",positive
"This is an excellent film about the characters in a adult swimming class, their problems, relationships and interactions with each other. It should have managed a wider distribution as it's much better than similar films from major studios out at the same time.<br /><br />The swimming instructor is an almost-Olympian, reduced to teaching adults basic lessons, and often the target of horndogging from his female students. He attempts, more or less, to fend them off, with varying results.<br /><br />The students characters are mainstream U.S.A; teachers, policemen, college students and retired people, all of whom haven't learned to swim for some reason. The movie covers their relationships, including friends, relatives and romantic conquests as they go through the class. Several subplots provide amusing fodder, including a teacher going through a divorce, some high school students making a documentary, and a girl who is only in the class to meet guys.<br /><br />This is a good date movie, or just one to watch when you're in the mood for a romantic drama with overtones of reality.",positive
"This mostly routine fact-based TV drama gets a boost from the fine performance by Cole. This is the story of a highly trained military man, unhappy with his wife and children, fakes his demise and runs off with the other woman. To support her in the manner in which she is accustomed he robs banks. Predictable, but not a bad watch.",positive
"I watched Six of a Kind for W.C. Fields - he's only in it for around 10 minutes and has one long scene, the infamous pool sequence he made famous in vaudeville, and several other great moments. The reamaining 55 minutes are also delightful, thankfully, mostly due to the hilarious Charlie Ruggles as the bumbling banker J. Pinkham Whinney. He is everyone's foil. He stutters and stumbles about to our pleasure. Also, his comedy partner, Mary Boland plays his wife, Flora. Joining in the proceedings are George Burns and Gracie Allen. Boland is particularly funny near the beginning and near the end, but Gracie and Ruggles use up most of the picture. Gracie's funny, quite, but she can also get tiring. And poor George Burns has absolutely nothing to do except repeat Gracie all the time. I don't remember laughing at him once (although he has one great scene with Ruggles, where Ruggles tries desperately to get George to take Gracie and leave him and his wife alone for a while, and one with Fields, where he asks Fields to sell him a sweater; that bit is exclusively Fields', though). The situation is constantly funny: the Whinneys are going to drive to California, but to help them with expenses, George and Gracie are recruited. 8/10.",positive
"EDMUND LOWE (who reminds me somewhat of Warren William), heads the nice cast of an interesting little mystery that moves at a brisk pace and runs just a little over an hour.<br /><br />Douglas Walton plays the unlucky jockey who appears to be intent on his own demise (hypnotism, anyone?), and the suspects include a good number of the supporting cast--everyone from Virginia Bruce, Kent Smith, Frieda Inescourt, Gene Lockhart, Jessie Ralph, Benita Hume, Rosalind Ivan and H.B. Warner. As an added bonus, there's Nat Pendleton as a dimwit detective--and furthermore, get a load of that art deco set decoration for the fancy interiors of a wealthy home. Must have been a set that was used in many a subsequent film.<br /><br />On the plus side, the mystery is not so complicated that anyone can follow the plot with reasonable assurance of not being too baffled. It's all suddenly clear to detective Philo Vance--and then he has a final confrontation with the murderer that gives the film a nifty five minutes of unmitigated suspense.<br /><br />Nicely done and passes the time in an entertaining manner.",positive
"This movie is lame and not funny at all. The plot doesn't even make sense. Some scientist who works on the fringes of science opens a doorway to another dimension (maybe hell???) and his daughter gets sucked through it or something, then one day for no apparent reason she comes back and now she has big breasts and wears a skimpy outfit (I guess the demons in the other dimension made it for her?) The main character is a guy who wants to marry his girlfriend but she is gay so obviously she's more interested in her new girlfriend, and they stumble upon this witch spell book (they want to be witches or something???) and the evil spell ends up getting read again which is how the evil demon comes to earth which only the bikini top girl and the spurned guy in love can stop apparently. There is topless scenes for no reason and a guy in it who my boyfriend says is a well known wrestler but his part is completely unnecessary, obviously they made something up just to put him in it because then maybe wrestling fans will actually watch this pointless movie. I'm sure the topless girls doesn't hurt there either. The extra features on the DVD were even more confusing than the rest of the movie, I thought it might help explain what was going on but it actually just made things more confusing. Who are these people and what are they doing? Basically this is a go-camping-to-make-out-then-fight-a-monster movie but there are a bunch of things (like the other dimension and book seller) than make it confusing. I didn't like the movie but it was only like five bucks so big deal. I don't recommend watching it though it was just too stupid, I can't think of any part of the movie that was good.",negative
"Although I was hoping that I'd like it a little more, this was still certainly an impressive film. There were great performances by all the leads, and the story, while not what I'd call chilling, was still effective and it kept me interested. For me, the best part of this film was the look of the picture, for it always looked cold and damp and it just really seemed to suit the film well. I also thought that the low budget suited this movie, for I don't think that a crisp picture and clear sound would have worked as well in a film this grim. All things considered, it fell a little short of my expectations, but I'm still very glad that I finally sat down to watch this movie.",positive
"Imagine this: a high school. Except it's boarding school, and the kids don't have parents around. Oh, and it's in Malibu. And the kids are all thin, white, and gorgeous, with the exceptional token minority or fat kid to play the ""weird"" outcast. And there aren't any reasonable rules, like how they have co-habitation, nuclear weapons in their dorms, coffee stands, a sushi bar, and a complimentary laptop per student.<br /><br />Here's the story: A girl, Zoey Brooks, attends PCA, a formerly all-boys school. Absolutely perfect in every possible way, she is smart, pretty, thin, athletic, creative, and everything a perfectionist wants to be. Almost all the boys in school want her, and every girl wants to be her friend. She's the one everyone comes to for advice, the one who saves the day with a simplistic plan, and is just wonderful. Too bad none of this makes her likable.<br /><br />Are we supposed to believe that if we don't even come close to Zoey's perfection, we're bad people? In the show, nothing's her fault, and if anyone contradicts her, they're portrayed as the bad guy(Logan). He may be a jerk, but at least he has some kind of brain that thinks for himself instead of simply agreeing with the princess every time.<br /><br />Her loyal group of blind followers are: Chase, the average dumb ass that has a secret crush on her, Michael, the token black guy (and the only decent actor on the set), Lola, a wannabe actress and anorexic, snobby airhead, Quinn, the smart but clueless girl when it comes to teen stuff, and Logan, the rich jerk who has a soft side. Yeah, this show basically spews out stereotypes.<br /><br />What ticks me off, though, is that they all try to pretend they're normal kids. They complain that Logan gets too much money while they have to work themselves, even though they already go to a too-good-to-be-true boarding school and have relatively nice things that many teenagers can't afford. They drink coffee and eat sushi on a regular basis, hardly have homework, and suntan almost every day. Wow, they have it hard! Any other problems? I'm too good-looking, rich, and stress-free! I guess Zoey 101 (what's the 101 for, anyway?) is Nick's attempt at trying to portray teens realistically. Except they caught a glimpse of reality, didn't like it, and decided to give the kids lives like the asses on The Hills.<br /><br />But hey, at least the set's pretty.",negative
"I had been amazed by director Antal's Kontroll back in 2003. His first American project, Vacancy, was less impressive but a decent start. Armored is his second feature and while the visual signature is recognizable, the film never rises above the level of a B movie. <br /><br />It's a shame because the main premise has all the ingredients for twists and turns and the ensemble cast featuring many quality actors should be able to deliver. Antal could have made a great heist film but instead goes for an action flick. Then again he could have shot a cool action flick but it doesn't really deliver in that department either. <br /><br />What you are left with is one implausible situation after another, a group of poorly sketched characters bicker and fight over a sum of money. If you look past the sharp cinematography, cast and the tight music score, you're left with what could have been a below average direct-to-video featuring Van Damme or Seagal. <br /><br />This was probably the most disappointing movie for me in quite some time.",negative
"First of all, the reason I'm giving this film 2 stars instead of 1 is because at least Peter Falk gave his usual fantastic performance as Lieutenant Columbo. He alone can get 10 stars for trying to save this otherwise utterly worthless attempt at making a movie.<br /><br />I was initially all fired up at reading one poster's comment that Andrew Stevens in this movie gave ""the performance of his career."" To me, it was the abysmal performance by Stevens that absolutely ruined this movie, and so I was all prepared to hurl all sorts of insults at the person who made the aforementioned comment. Then I thought to myself, what else has Stevens done? So I checked and, you know, that person was absolutely right. In the 17 years since this Columbo movie was made, apparently every one of the 33 projects that Stevens has been in since then has been utter crap, so it is doubtful that anybody has even seen the rest of his career.<br /><br />If you like Columbo, see every other of the 69 titles before watching this one. Do yourself a favor and save the worst for last.",negative
"This movie must be in line for the most boring movie in years. Not even woody Harrison can save this movie from sinking to the bottom.<br /><br />The murder in this movie are supposed to be the point of interest in this movie but is not, nothing is of any interest. The cast are not to bad but the script are just plain awful , I just sat in utter amazement during this movie, thinking how on earth can anyone find this movie entertaining <br /><br />The producers of this movie were very clever. They made a boring movie but hid it well with the names of good actors and actresses on their cast. People will go to the blockbuster and probably see this movie and think, Woody Harrison ,Kristin Scott Thomas and Willem Dafoe this must be good and rent this movie.(boy are they in for a horrible time)<br /><br />If you like getting ripped off go and rent this movie, some people actually did enjoyed this movie but I like to watch a movie with meaning",negative
"Down at the Movie Gallery, I saw a flick I just had to see. It looked like a fun low-budget horror/action/western that I could get into. Yeah, I knew it would suck, but I rented it anyway hoping for laughs. Only a few laughs were to be found. This was an extremely stupid movie. It begins with a bounty hunter, our protagonist, who is possibly the weakest main character in the history of film. He looks/acts like he could take on Chuck Norris, but he can't. His dialogue sucks too. Anyway, he goes into a village, shoots some zombies. You could tell they tried to make this longer by putting in these boring scenes where he takes 3-5 minutes to reload or watch some zombies. At least the zombies look cool. So anyway, some people get shot, some zombies die, and in the end, everyone is dead except our main character, who should have died at the beginning when he was shot down by four people.",negative
"i am finally seeing the El Padrino movie, from what I can see it is an incredible film, and lots of action Damian Chapa is good director, But I must admit I love his acting the Best.<br /><br />Also I saw the behind the scenes it was edited by some lady named kinga, she needs to go back to school and learn how to edit.<br /><br />However the film El Padrino is a pure 10 action epic. Why cant most people who direct put together films that keep you wondering what the plot is? I am so happy to see someone I know to be a real great actor become a great director also.<br /><br />I am one of those people who love to see artists make it.<br /><br />B.S.",positive
I thrive on cinema....but there is a limit. A NAME isn't enough to make A MOVIE!. The beginning of the movie puts us in a mood to expect the unseen yet. But we remain hungry ( or angry..) till the end . Things are getting so confused that I admit that I DID NOT UNDERSTAND THE END or was there an end to this nonesense. The opportunity to make an outstanding movie was there but the target was totally missed. Next...,negative
"Michael Callan plays a smarmy photographer who seems, nonetheless, to be regarded as a perfect ""catch"" by any woman that runs across him; could this have anything to do with the fact that he also co-produced the film? He's a ""hero"" whom it's very difficult to empathize with, so the movie is in trouble right from the start. However, it's troubles don't end there. It has the production values of a TV-movie (check out that head made of clay or something, near the end), and the ending cheats in a way that I can't reveal, in case anyone wants to see the movie (highly unlikely). Let's just say that the killer knows more than we were let to know he knows. (*1/2)",negative
"I was drawn to ""Friends"" by the soundtrack scored by a very young and yet to be famous Elton John whom I had see in a club in nearby Houston. I had no idea of the emotions and impact the movie would make. Recently I was brought back to the movie by a song that Heart did called ""Seasons"", then I found the Elton John song ""Friends"" thinking it was the same song...it's been 35 years of so. Anyway, the flood of the emotions of ""Friends"" came back like seeing an old photograph of your first real love. I have more recall of the way the movie hit me than I do of the actual details of the production, plot, etc. so forgive me for a rather poor review. I remember taking a couple of special friends on a date to see the movie and them being as moved and teary-eyed at the end as I was. I'm both anxious and nervous to find a copy and see it now. So many movies which seemed so important to me back then (i.e. ""The Graduate"" ""Easy Rider"") now just seem silly and I don't want this to fall into the same category. But, I will find it and if it turns out silly, then at least I'll be able to turn my wife onto a great...no..outstanding soundtrack. When we met, we went through this with ""Last Tango in Paris"". The youngsters I work with (I'm 56) respect my opinions but it's hard to explain the feelings of the sixties and the movies and songs that reflect such strong feelings but seem a little ""aged"" now. I just can't figure out if the the aging process is the movies... or me. ""Friends"" is a very special, sensitive and wonderful movie. It will bring back a lot of special feelings I'm sure. By all means, rent or buy a copy... Indies were not near the strong genre then that they are today.",positive
"During the Clete Roberts preface, I was beginning to think this was an Ed Wood production, however, what rolls out here is some pretty hard hitting stuff. The story of crime and corruption in a Southern town is told using a cast culled from Hollywood's Poverty Row, and this makes the movie all the more realistic. There are no punches pulled here, and at times the film is reminiscent of ""The Well""(1951). The Black and White texture gives a newsreel-like quality. For certain, younger viewers will be reminded of ""The Blair Witch Project"" but this one IS based on REAL events!",positive
"I decided to watch this one because it's been nominated for Oscar this year. I guess as many folks here I really wanted to like this movie, but ended up bored and disappointed. First scene was OK but the whole rest of the movie in ""shaky hands"" camera mode is really annoying.<br /><br />i guess the main reason for making such a movie and nominating it for Oscar is this:<br /><br />American ""military machine"" (people, who makes money on war) urgently need an excuse or justification of war in Iraq by bungling up something (sort of) patriotic.<br /><br />why these ""heroic"" efforts of director and the main character to _inspire_ the audience with an idea of ""loving-war-like-a-drug""?.. Oh, please, come on! what a bore! <br /><br />watch this to get an idea of how low the movie academy can fall...",negative
"Mom should really be given a different title to distinguish it from all the other movies out there called Mom or with the word Mom in the title.<br /><br />This is a vastly superior zombie movie to so much of the rubbish that gets churned out time after time and all end up much the same as every other zombie movie out there.<br /><br />It is so different and refreshing it almost defies categorisation.<br /><br />The kind old lady who takes in a creepy lodger, who just happens to be a flesh eater, who then infects the old lady who also turns into a flesh eating zombie, or ghoul, quite which exactly is not defined.<br /><br />There is pathos in the story as her son realises what she has become and while at first horrified, attempts to help her by supplying 'food'. (I shall say no more about that, for fear of inserting a spoiler!) It is one of those 'quiet' movies as opposed to guns blasting, explosions raging, car chases, etc boring etc that makes so many movies all the same rubbish, but still with enough gory moments to satisfy horror fans, whilst also inserting sadness into the story, along with nice touches of humour as opposed to downright silliness of some so-called 'horror' movies.<br /><br />There is a particularly nice atmospheric shot at the beginning of the film, where the old lady is sitting alone in her room with only her Christmas tree for company and looks so 'innocent', but, what she becomes!! Oh my! <br /><br />A gem of a movie and even if not your thing, should at least be viewed if only once by any true horror fan.",positive
"Empire of Passion starts out deceptively - that is, if you're immediately expecting it to be a horror movie. It's like a riff on James M. Cain's The Postman Always Rings Twice, at first: Seki (Kazuko Yoshiyuki) is a mother of two and a dutiful, hard-working wife to rickshaw driver Gisaburo (Takahiro Tamura). But when he's not around, and she's at home with the baby, the feisty and aimless young man Toyoji (Tatsuya Fuji) comes around to bring some goodies for Seki... and a little extra. They're soon sleeping together, but after he does something to her (let's just say a ""shave""), he knows that he'll find out, and immediately proposes that they kill Gisaburo. They drink him up, strangle him, and then toss him down a well. Naturally, this will come back to haunt them - but that it's literally, at least to them (at first super-terrified Seki and then only later on skeptical Toyoji), changes gears into the 'Kaidan', a Japanese ghost story.<br /><br />This is a film where the horror comes not simply out of ""oh, ghost, ah"", but out of the total dread that builds for the characters. In a way there's the mechanics of a film-noir at work throughout, if only loosely translated by way of a 19th century Japanese village as opposed to an American city or small town (i.e. the snooping cop, the ""evidence"" found possibly by another, word getting around, suspicions aroused, etc). It's compelling because Seiko actually was against the plan from the start, manipulated by the lustful but ill-prepared Toyoji, and her reactions to Gisaburo's re-appearances are staggering to her. Take the one that comes closest to poetry: Gisaburo's ghost, pale-blue face and mostly silent, chilling stare, motions for Seiko to get on the rickshaw. She does, reluctantly, and he pushes her around on a road she doesn't know, in the wee hours before dawn, surrounded by smoke. Most Japanese ghost stories wish to heavens they could get this harrowingly atmospheric.<br /><br />While it starts to veer into hysterics towards the end, there's so much here that director Oshima gets right in making this a distinctive work. After hitting it huge in the international cinema world with In the Realm of the Senses (which, ironically, got banned in his own country), he made something that, he claimed, was even *more* daring that 'Senses'. Maybe he was right; Empire of Passion has less graphic sexual content by far than its predecessor (also starring Tatsuya Fuji, a magnificently physical actor with an immense lot of range), but its daring lies in crafting a world of dread. You can believe in ghosts in this story, but you also have to believe how far down to their own personal hells these two would-be lovebirds will go. The snooping detective or the gossiping townspeople are the least of their worries: the fate of their very souls is at stake.<br /><br />And Oshima takes what in other hands could be merely juicy pulp (sadly, it wouldn't surprise me if an American remake was already in the works) and crafts shot after gorgeous shot, with repetition working its way into the mis-en-scene (i.e. the shots of Seiko and Toyoji walking on that road, the camera at a dutch angle, the world tilted and surrounding them in a grim blue hue) as well as some affecting movements that will stay with me long after I finish typing this (i.e. Toyoji throwing the leaves by one hand into the well in slow motion, or how Seiko's nude body is revealed after she becomes blind). It's daring lies in connecting on a level of the spirit- not to be confused with the spiritual, though there may be something with that as well- about life and death's connections to one another, inextricably. It's a classic waiting to be discovered.",positive
"I am not a big music video fan. I think music videos take away personal feelings about a particular song.. Any song. In other words , creative thinking goes out the window. Likewise, Personal feelings aside about MJ, toss aside. This was the best music video of alltime. Simply wonderful. It was a movie. Yes folks it was. Brilliant! You had awesome acting, awesome choreography, and awesome singing. This was spectacular. Simply a plot line of a beautiful young lady dating a man , but was he a man or something sinister. Vincent Price did his thing adding to the song and video. MJ was MJ , enough said about that. This song was to video , what Jaguars are for cars. Top of the line, PERFECTO. What was even better about this was ,that we got the real MJ without the thousand facelifts. Though ironically enough, there was more than enough makeup and costumes to go around. Folks go to Youtube. Take 14 mins. out of your life and see for yourself what a wonderful work of art this particular video really is.",positive
